country,city,gender,ethnicity,animal_type
China,Shangdongjie,Female,Argentinian,rabbit
China,Zhaxi,Male,Chickasaw,dog
China,Wang’er,Female,Pueblo,rabbit
Brazil,Tapera,Male,Vietnamese,elephant
Canada,Richmond,Female,Navajo,horse
China,Guanlu,Male,Menominee,rabbit
China,Weiyuankou,Male,Ute,cat
China,Jiaze,Female,Ottawa,dog
China,Xidianzi,Male,Iroquois,rabbit
China,Nanlin,Male,Aleut,horse
China,Gaoxiang,Male,Shoshone,cat
China,Jincheng,Male,American Indian,horse
China,Baikui,Male,Filipino,elephant
China,Yanyang,Female,Menominee,horse
China,Mengyin,Male,Japanese,rabbit
United States,Gainesville,Male,Chinese,dog
China,Huangqiang,Male,Cherokee,horse
China,Yanling,Male,Chippewa,horse
China,Jincheng,Male,Bangladeshi,horse
Brazil,Cândido Mota,Male,Honduran,cat
China,Chelu,Female,Venezuelan,dog
China,Shiyun,Male,Sioux,elephant
China,Paisha,Female,White,cat
China,Jianguang,Male,Crow,dog
China,Xilaiqiao,Male,Paraguayan,cat
China,Xinheng,Male,Vietnamese,horse
China,Rongmei,Male,Tlingit-Haida,cat
China,Shimeitang,Male,Asian,elephant
China,Chuoyuan,Male,Iroquois,dog
China,Wanfa,Male,Chippewa,elephant
China,Lucun,Female,Micronesian,horse
China,Zhutuo,Male,Seminole,cat
Brazil,Mombaça,Female,Puerto Rican,elephant
China,Jingu,Male,Korean,horse
Brazil,Tubarão,Female,Delaware,elephant
China,Wantian,Female,Navajo,cat
China,Chengnan,Female,Cheyenne,cat
Canada,Metchosin,Male,Honduran,dog
United States,Mobile,Female,American Indian,rabbit
China,Fangxiang,Male,Cree,elephant
China,Taoyuan,Female,Panamanian,elephant
Brazil,Brotas,Female,Bangladeshi,horse
China,Guangshun,Female,Alaskan Athabascan,rabbit
China,Wentai,Female,Yaqui,horse
China,Fushan,Female,American Indian,horse
China,Shigu,Female,Panamanian,cat
Brazil,Gaspar,Male,Hmong,rabbit
China,Changping,Male,Micronesian,horse
China,Linxia Chengguanzhen,Male,Blackfeet,rabbit
China,Baiyang,Male,Bolivian,dog
China,Houba,Female,Guatemalan,dog
Canada,Oak Bay,Female,Salvadoran,cat
Brazil,Jaguariaíva,Female,Seminole,cat
Brazil,Brasília,Female,Dominican (Dominican Republic),cat
China,Nanpu,Male,Comanche,cat
United States,Oklahoma City,Male,Colville,horse
Canada,Roberval,Female,Latin American Indian,cat
China,Gaopu,Male,Alaska Native,dog
Brazil,São Gotardo,Male,South American,cat
China,Gala,Male,Nicaraguan,elephant
Brazil,Várzea Alegre,Male,Paiute,cat
Canada,Melville,Female,Samoan,elephant
China,Lingmen,Male,Chickasaw,dog
China,Longfengba,Male,Pima,cat
China,Hadayang,Male,American Indian,rabbit
China,Magang,Male,Cheyenne,horse
Brazil,Itaberaba,Male,Mexican,elephant
China,Haihui,Female,Cree,rabbit
China,Datian,Female,Panamanian,horse
Canada,Bromont,Female,Cherokee,rabbit
China,Jintan,Male,Pakistani,horse
Brazil,Cerquilho,Male,Guatemalan,rabbit
China,Zhougang,Male,Delaware,rabbit
China,Dongguan,Female,Venezuelan,rabbit
Brazil,Cassilândia,Male,Melanesian,horse
China,Yingjiang,Male,Pima,horse
China,Changhao,Male,Apache,rabbit
China,Heshang,Male,Aleut,rabbit
China,Luopu,Male,Panamanian,rabbit
China,Nirji,Male,Alaska Native,rabbit
Brazil,Itabaianinha,Female,Chilean,rabbit
China,Putou,Male,Guamanian,elephant
China,Houjiachuan,Female,Comanche,horse
China,Xinli,Female,Uruguayan,elephant
China,Lijia,Female,Shoshone,cat
United States,Hartford,Male,Ottawa,elephant
Brazil,Duque de Caxias,Male,Japanese,horse
United States,Saint Louis,Female,Samoan,dog
United States,Orlando,Male,Nicaraguan,rabbit
China,Xihe,Female,Houma,cat
China,Nankou,Female,Menominee,rabbit
United States,Tulsa,Male,Choctaw,horse
Brazil,Barbacena,Female,Tlingit-Haida,cat
China,Baoping,Female,Lumbee,elephant
Brazil,Extrema,Male,Crow,cat
China,Hongqi,Male,Black or African American,rabbit
Canada,Barrhead,Female,Black or African American,horse
China,Guanyinsi,Male,Creek,cat
China,Dapuchaihe,Female,Sri Lankan,horse
China,Aiximan,Female,Navajo,cat
China,Dahao,Female,Yakama,horse
China,Zhangjiabao,Female,Paiute,dog
Brazil,Vacaria,Female,Comanche,elephant
China,Weishui,Female,Asian Indian,cat
China,Yeshan,Male,Argentinian,dog
China,Diaoling,Female,Tohono O'Odham,dog
China,Lingkou,Female,Delaware,dog
China,Jiuting,Male,Japanese,rabbit
China,Dayangzhou,Female,Korean,dog
Brazil,Morro do Chapéu,Male,Ute,rabbit
Brazil,Sorocaba,Male,Asian Indian,dog
China,Liangting,Male,Cambodian,elephant
Brazil,Trairi,Male,Seminole,rabbit
Brazil,Riachão do Jacuípe,Male,Fijian,dog
Brazil,Lauro de Freitas,Female,Central American,horse
China,Xiushi,Male,Samoan,elephant
Brazil,Pombos,Male,Chippewa,cat
China,Nanjie,Female,White,horse
China,Lian’an,Male,Bolivian,dog
China,Nantou,Male,Taiwanese,elephant
China,Guanzhuang,Male,Taiwanese,elephant
China,Qiaosi,Female,American Indian,dog
China,Tanbuqiao,Male,Comanche,rabbit
China,Xarag,Female,Uruguayan,cat
China,Jiuhua,Male,Menominee,horse
Brazil,Pinhais,Male,Salvadoran,horse
China,Xujiafang,Male,Chickasaw,rabbit
China,Hanshou,Female,Yuman,horse
China,Jingzhuang,Male,Spaniard,cat
China,Nanhe,Male,Puget Sound Salish,rabbit
China,Duofudu,Male,Samoan,dog
China,Xiancun,Male,American Indian and Alaska Native (AIAN),horse
China,Qinglin,Male,Puget Sound Salish,dog
China,Guandiping,Male,Uruguayan,elephant
China,Zengguang,Male,Ute,cat
Brazil,Armação de Búzios,Female,Ute,dog
China,Jingyao,Male,Colville,horse
United States,Denver,Male,Vietnamese,dog
Brazil,São Borja,Male,Paiute,elephant
China,Yanhu,Male,Alaska Native,elephant
United States,Alexandria,Female,Yakama,dog
China,Qiaobian,Female,Puerto Rican,elephant
China,Yangce,Male,Eskimo,rabbit
China,Zhuozishan,Male,Navajo,dog
China,Lin’an,Female,Samoan,cat
Canada,Osoyoos,Female,Malaysian,elephant
China,Shajia’ao,Male,Shoshone,horse
China,Cheban,Female,Native Hawaiian and Other Pacific Islander (NHPI),cat
China,Daohe,Female,Shoshone,elephant
Brazil,Caicó,Female,White,rabbit
Brazil,São Luís de Montes Belos,Male,Navajo,cat
Canada,Trail,Female,Thai,dog
China,Haoxin,Female,Menominee,elephant
Brazil,Tramandaí,Male,Sioux,elephant
China,Sanxi,Male,Lumbee,horse
China,Xishaqiao,Male,Native Hawaiian,elephant
Brazil,Pereira Barreto,Female,Polynesian,cat
China,Simenqian,Female,Yuman,horse
China,Hougang,Male,Tlingit-Haida,horse
Brazil,Cajazeiras,Female,American Indian and Alaska Native (AIAN),rabbit
China,Qiongshan,Male,Iroquois,dog
China,Miliangju,Female,Yakama,elephant
China,Xiwanzi,Female,Guamanian,horse
China,Zhongdong,Male,Osage,horse
United States,Las Vegas,Female,Colombian,dog
China,Zhongshan,Male,Pueblo,horse
China,Kugri,Female,Uruguayan,dog
United States,Littleton,Female,Potawatomi,rabbit
China,Yinglan,Female,Asian,rabbit
China,Songfeng,Male,Indonesian,elephant
Brazil,Una,Male,Samoan,cat
China,Shifan,Female,Cambodian,rabbit
China,Zhutang,Male,Tongan,elephant
China,Dongkeng,Female,Chamorro,rabbit
China,Lixu,Male,Malaysian,horse
China,Huangdu,Female,Ecuadorian,dog
Brazil,Assis,Female,Tongan,cat
China,Xintang,Male,Tlingit-Haida,horse
China,Baiqi,Female,Apache,dog
China,Duyun,Female,Pakistani,dog
Brazil,Viana,Female,Cambodian,rabbit
China,Fengxian,Female,Korean,elephant
China,Layu,Male,Peruvian,rabbit
China,Taiping,Male,Colombian,horse
China,Jiulongshan,Male,Yaqui,rabbit
Brazil,Poço Verde,Female,Panamanian,cat
Brazil,Leopoldina,Male,Malaysian,dog
Brazil,Goiás,Female,Filipino,horse
China,Yilongyong,Male,Guamanian,rabbit
China,Xiagong,Male,Chickasaw,dog
China,Sanbaishan,Female,Chamorro,rabbit
United States,Chicago,Female,Spaniard,horse
China,Shazi,Male,American Indian and Alaska Native (AIAN),rabbit
China,Miaoyu,Male,Ute,horse
Brazil,Itapaci,Female,Honduran,dog
China,Pingwang,Female,Malaysian,cat
China,Jinhai,Male,Pakistani,horse
Brazil,Limoeiro do Norte,Male,Central American,cat
United States,Los Angeles,Male,Panamanian,dog
China,Hengli,Female,Sri Lankan,dog
Canada,Port Hawkesbury,Female,Potawatomi,cat
United States,Trenton,Female,Uruguayan,horse
China,Guta,Female,Houma,dog
China,Wujiashan,Male,Creek,cat
China,Wudabao,Female,Paraguayan,dog
Brazil,Nossa Senhora da Glória,Female,Crow,rabbit
Canada,Stettler,Male,Costa Rican,dog
China,Gaojialing,Female,Eskimo,cat
Brazil,Juru,Female,Yakama,rabbit
China,Zhenkou,Female,Ute,cat
China,Jundian,Male,Indonesian,elephant
United States,Atlanta,Female,Black or African American,horse
China,Guangyi,Female,Guamanian,cat
Canada,Princeville,Male,Cuban,cat
Canada,Chase,Male,Ecuadorian,horse
United States,Dallas,Male,Yuman,dog
China,Balitai,Male,Taiwanese,rabbit
United States,Punta Gorda,Male,Bangladeshi,elephant
China,Hongyansi,Male,Pakistani,cat
United States,Punta Gorda,Male,Alaska Native,horse
China,Mazhonghe,Male,Vietnamese,cat
Brazil,Manhuaçu,Female,Indonesian,rabbit
Brazil,Vitória,Male,Costa Rican,elephant
China,Potou,Male,Sioux,elephant
China,Fengcheng,Female,Cambodian,cat
China,Xinzhuang,Female,Blackfeet,rabbit
China,Xinxu,Male,Guatemalan,rabbit
Brazil,Jundiaí,Male,Apache,dog
Canada,Vulcan,Female,Chinese,cat
Brazil,Buri,Male,Vietnamese,rabbit
China,Long’anqiao,Female,Iroquois,rabbit
China,Guozhen,Male,American Indian,cat
China,Jiangzhang,Female,Blackfeet,cat
China,Libu,Female,Venezuelan,horse
China,Nanbao,Male,Spaniard,elephant
China,Danxi,Male,Colville,horse
China,Qingliu,Male,Cherokee,horse
China,Yinjiaxi,Male,Creek,rabbit
Brazil,Gravatá,Female,Comanche,cat
Brazil,Coronel Fabriciano,Male,Chinese,horse
Canada,Lacombe,Female,Alaska Native,dog
China,Yangce,Female,Panamanian,dog
China,Haoxue,Female,American Indian and Alaska Native (AIAN),rabbit
Canada,Outlook,Female,Chickasaw,dog
China,Garmo,Male,Honduran,dog
China,Baiqi,Female,Chinese,elephant
China,Lifuta,Male,Cree,elephant
China,Xiasha,Male,Alaskan Athabascan,cat
China,Banjing,Female,Polynesian,elephant
China,Longhua,Male,Blackfeet,horse
China,Songjiang,Male,Delaware,elephant
China,Fucheng,Female,Samoan,elephant
China,Chuoyuan,Male,Tlingit-Haida,cat
Canada,Sainte-Sophie,Male,Peruvian,dog
China,Dongtai,Male,Asian,elephant
China,Meicheng,Male,Tohono O'Odham,cat
Brazil,Toledo,Male,Iroquois,horse
China,Chalu,Female,Menominee,rabbit
China,Tianhe,Male,Cree,horse
China,Huitang,Male,Mexican,elephant
Brazil,Gameleira,Male,Yaqui,cat
United States,Kansas City,Female,Salvadoran,cat
China,Zijin,Female,Pakistani,dog
China,Xiangzhou,Male,Tohono O'Odham,dog
Canada,Canmore,Female,Aleut,dog
China,Suchen,Female,Cree,horse
China,Xinglong,Female,Japanese,elephant
China,Zhuji,Male,Spaniard,cat
China,Gaojiazhuang,Male,Hmong,cat
China,Tongqian,Male,Central American,elephant
Brazil,Imbituva,Male,Mexican,dog
Brazil,Conselheiro Lafaiete,Male,Taiwanese,dog
China,Qiagai,Male,Filipino,cat
China,Yanmen,Male,Potawatomi,rabbit
China,Xundian,Female,Asian,rabbit
Canada,Lunenburg,Male,Alaska Native,cat
China,Daduo,Male,Cheyenne,elephant
United States,Lees Summit,Female,Latin American Indian,rabbit
China,Qinggou,Female,Ute,elephant
China,Liquan Chengguanzhen,Male,American Indian and Alaska Native (AIAN),rabbit
China,Pukou,Female,Panamanian,elephant
China,Nyima,Male,Venezuelan,elephant
China,Wangbuzhuang,Male,Sioux,horse
Brazil,Posse,Male,American Indian,rabbit
Brazil,Ourinhos,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
United States,Atlanta,Male,Asian Indian,dog
China,Songshan,Female,Native Hawaiian and Other Pacific Islander (NHPI),cat
China,Wangbuzhuang,Male,Puget Sound Salish,elephant
China,Fuyang,Male,Central American,horse
China,Zhanghuban,Female,Puerto Rican,elephant
Brazil,Além Paraíba,Male,Chamorro,horse
China,Delingha,Male,Polynesian,elephant
China,Tost,Male,Asian Indian,rabbit
China,Nanxing,Male,Cambodian,dog
China,Lianhe,Female,Cheyenne,dog
China,Yuankeng,Male,Bolivian,elephant
Brazil,João Pessoa,Male,Aleut,elephant
China,Dalai,Male,American Indian,rabbit
China,Zhili,Female,Guamanian,elephant
Brazil,Brasília,Male,Mexican,horse
China,Leiyang,Male,Houma,horse
China,Gongfang,Male,Laotian,rabbit
China,Sanxing,Male,Chamorro,cat
China,Baiyan,Male,Pakistani,cat
Brazil,Formosa do Rio Preto,Male,Bolivian,rabbit
China,Zhuangta,Male,Filipino,elephant
China,Jingjiao,Male,Hmong,dog
China,Zhutian,Female,Ute,dog
United States,Beaumont,Male,Lumbee,elephant
China,Sanquan,Female,Eskimo,cat
Canada,Sylvan Lake,Male,Tlingit-Haida,rabbit
Brazil,Baixo Guandu,Female,Cambodian,rabbit
China,Luyang,Male,Cheyenne,elephant
China,Dongshangguan,Female,Salvadoran,dog
China,Zhenziliang,Female,Hmong,cat
China,Yaosai,Male,Yaqui,dog
China,Dalianwan,Male,Chippewa,rabbit
China,Xinyu,Male,Chippewa,rabbit
Brazil,Pimenta Bueno,Male,Yakama,elephant
Brazil,Águas Belas,Male,Cuban,elephant
China,Dingjiayao,Female,Pueblo,rabbit
China,Niyang,Female,Indonesian,rabbit
United States,Harrisburg,Male,Japanese,elephant
China,Zhongxing,Female,Tlingit-Haida,horse
China,Fengshan,Male,Alaskan Athabascan,elephant
China,Lainqu,Male,Vietnamese,rabbit
China,Longwan,Female,White,elephant
Brazil,Lajeado,Female,Samoan,dog
United States,Arlington,Male,Osage,dog
China,Huangnan,Female,Dominican (Dominican Republic),elephant
Brazil,Rio das Ostras,Female,Cree,dog
China,Xubao,Female,Crow,dog
China,Miaoxi,Female,Tlingit-Haida,horse
China,Xingxi,Male,Latin American Indian,elephant
China,Jingdu,Female,Fijian,elephant
China,Changshu City,Male,Eskimo,rabbit
United States,Chicago,Female,Kiowa,cat
China,Damao,Female,Choctaw,horse
China,Taiping,Male,Bangladeshi,cat
Brazil,Buritama,Female,Colville,rabbit
China,Liyang,Female,Lumbee,elephant
Canada,Lillooet,Male,Bangladeshi,horse
China,Sanhe,Female,Dominican (Dominican Republic),elephant
China,Tuochuan,Female,Creek,cat
Brazil,Coroatá,Female,Argentinian,dog
Canada,Saint-Raymond,Male,Sri Lankan,cat
China,Sishan,Female,Indonesian,dog
Brazil,Ouro Branco,Female,Tlingit-Haida,elephant
China,Dahe,Male,Sri Lankan,dog
China,Nantang,Female,Bangladeshi,elephant
China,Xinjiang,Male,Sri Lankan,rabbit
China,Datong,Female,Venezuelan,dog
China,Xiabao,Female,Cherokee,dog
Brazil,Iraquara,Male,Potawatomi,cat
China,Aoluguya Ewenke Minzu,Female,Melanesian,horse
Brazil,Estância,Male,Apache,dog
China,Xinhe,Male,Latin American Indian,cat
China,Taihe,Female,Laotian,dog
China,Zhaxi,Female,Comanche,elephant
China,Zhongling,Female,Tohono O'Odham,cat
China,Wugong,Male,Creek,dog
China,Luci,Female,Colville,cat
China,Anjie,Female,Guamanian,rabbit
China,Yuecheng,Male,Ottawa,horse
China,Xinhuang,Male,Laotian,elephant
China,Taishihe,Female,Mexican,elephant
China,Mushu,Female,Ute,elephant
United States,Brooklyn,Male,Pakistani,cat
China,Huating,Male,Seminole,elephant
China,Xinli,Male,Puget Sound Salish,elephant
China,Xiongzhou,Male,Tongan,rabbit
Brazil,Palhoça,Female,Polynesian,elephant
United States,Tucson,Male,Thai,dog
China,Purong,Male,Ute,rabbit
China,Luo’ao,Female,Crow,rabbit
Brazil,Parelhas,Female,Uruguayan,dog
China,Wangzha,Male,Kiowa,rabbit
United States,San Jose,Female,Colville,horse
China,Xingyuan,Male,Spaniard,elephant
Canada,Magog,Male,Asian Indian,dog
China,Dongying,Female,Native Hawaiian,horse
Canada,Labrador City,Female,Tohono O'Odham,elephant
China,Xiangcheng,Female,Yaqui,dog
Canada,Parrsboro,Female,Filipino,cat
China,Nanjie,Female,Bolivian,cat
China,Beichengqu,Male,Central American,cat
Canada,Martensville,Male,South American,cat
China,Yunhe,Female,Samoan,elephant
China,Qianjia,Female,Central American,cat
China,Taocheng,Female,Lumbee,cat
Brazil,Santa Maria da Vitória,Male,Bangladeshi,horse
Canada,Killarney,Male,Japanese,cat
Brazil,Passo Fundo,Male,Pakistani,cat
China,Chagang,Female,Samoan,dog
Brazil,São Gonçalo do Amarante,Female,Melanesian,cat
China,Ganxi,Male,Panamanian,elephant
China,Gedian,Male,Potawatomi,elephant
China,Hepu,Male,Black or African American,cat
United States,Houston,Male,American Indian and Alaska Native (AIAN),horse
China,Mazongling,Female,Spaniard,cat
China,Hejia,Male,Sri Lankan,rabbit
United States,Midland,Female,Uruguayan,horse
United States,Independence,Female,Uruguayan,dog
China,Lixi,Male,Seminole,dog
China,Marxog,Male,Crow,elephant
China,Fangshan,Male,American Indian,rabbit
China,Yaozhuang,Female,Peruvian,elephant
Canada,Carbonear,Female,Yuman,elephant
China,Shuitou,Female,Nicaraguan,cat
China,Mawang,Female,Apache,dog
China,Danxi,Female,Aleut,horse
China,Xinchengpu,Male,Vietnamese,dog
China,Haishan,Male,Shoshone,cat
Brazil,Osvaldo Cruz,Male,Iroquois,rabbit
Brazil,Santa Maria da Vitória,Female,Potawatomi,rabbit
China,Xinxing,Male,Guamanian,elephant
China,Jingu,Male,Ute,rabbit
China,Weiyanggong,Female,Fijian,dog
China,Xinning,Male,Malaysian,horse
United States,Gatesville,Male,Yaqui,cat
China,Changgou,Female,Colombian,dog
China,Yingchun,Male,Cree,cat
China,Longxi,Female,Chippewa,horse
China,Dadong,Male,Houma,rabbit
China,Yuanhou,Female,Sioux,cat
China,Mintang,Female,Tohono O'Odham,rabbit
China,Mabu,Male,Vietnamese,cat
China,Luxia,Male,Houma,cat
China,Hekou,Female,Colombian,rabbit
China,Tuguan,Female,Potawatomi,elephant
China,Yayao,Female,Venezuelan,dog
China,Tomorlog,Female,Osage,horse
China,Jiamaying,Male,Hmong,elephant
China,Jianrao,Female,Creek,rabbit
China,Xinjiang,Male,Chippewa,elephant
China,Tianqian,Male,Dominican (Dominican Republic),rabbit
China,Fushun,Female,Central American,horse
United States,Monroe,Female,Ottawa,cat
China,Chengkou,Female,Polynesian,elephant
Brazil,Jardinópolis,Male,Osage,elephant
China,Xingbin,Female,Sri Lankan,cat
China,Mingzhong,Male,Menominee,horse
Canada,Louiseville,Male,Paiute,rabbit
United States,Winter Haven,Female,American Indian and Alaska Native (AIAN),dog
United States,Hicksville,Female,Alaskan Athabascan,dog
United States,Lancaster,Female,Sri Lankan,dog
China,Ningyang,Male,Honduran,horse
China,Dazuo,Female,Potawatomi,elephant
China,Songbai,Female,Shoshone,dog
United States,Palatine,Female,Menominee,dog
China,Huangpu,Female,Delaware,dog
United States,Phoenix,Female,Korean,elephant
China,Suifenhe,Male,Seminole,elephant
China,Yongfeng,Female,Honduran,rabbit
China,Xin’an,Male,Nicaraguan,rabbit
China,Sanchang,Female,White,dog
China,Xinshui,Male,Tlingit-Haida,rabbit
United States,Richmond,Male,Guamanian,rabbit
China,Shuozhou,Male,Fijian,dog
China,Huadian,Female,American Indian and Alaska Native (AIAN),cat
China,Tangwang,Male,Sioux,horse
United States,Merrifield,Male,Yuman,elephant
United States,Phoenix,Male,American Indian,dog
China,Xushangqiao,Female,Colombian,horse
United States,Bradenton,Female,American Indian,dog
China,Xiamao,Female,Black or African American,rabbit
China,Zuobude,Male,Malaysian,cat
China,Changzheng,Female,Colombian,cat
Canada,Boisbriand,Male,Shoshone,cat
China,Zhapu,Male,Paraguayan,dog
China,Gaoguan,Male,Navajo,horse
United States,Miami,Male,Micronesian,cat
China,Henglin,Female,Osage,horse
China,Luwan,Male,Yaqui,rabbit
Canada,Farnham,Female,Tlingit-Haida,cat
Brazil,Ipauçu,Female,Yuman,elephant
China,Shijing,Female,Indonesian,dog
United States,Louisville,Female,Central American,elephant
United States,Las Vegas,Female,Lumbee,elephant
China,Zhanghuban,Female,Korean,horse
China,Maofan,Male,Uruguayan,dog
China,Tangxing,Male,Bangladeshi,cat
China,Gedian,Male,Choctaw,horse
Brazil,Chapadinha,Female,Tohono O'Odham,dog
China,Lushuihe,Female,Uruguayan,rabbit
China,Guanyao,Female,Comanche,cat
China,Zhuxi,Male,Guatemalan,horse
China,Nomhon,Male,Colombian,dog
Brazil,Loanda,Female,Yuman,cat
China,Shatian,Female,Cuban,dog
China,Xinpu,Male,Central American,cat
China,Xilin,Female,Cambodian,elephant
China,Potou,Male,Spaniard,cat
United States,Cleveland,Male,Polynesian,horse
China,Henggang,Female,Potawatomi,elephant
China,Datian,Male,Chilean,rabbit
China,Donglinxi,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
Canada,Houston,Female,Shoshone,elephant
China,Hanbin,Female,Venezuelan,elephant
China,Jiujiang,Female,Alaskan Athabascan,rabbit
Brazil,Medeiros Neto,Male,Crow,dog
Canada,Lamont,Male,Fijian,dog
China,Dahuangwei,Female,Chilean,horse
Brazil,São João da Boa Vista,Male,Guamanian,elephant
China,Chahe,Male,Venezuelan,rabbit
China,Xinfeng,Female,Taiwanese,rabbit
China,Nianqiao,Male,White,rabbit
China,Zhanjiang,Male,American Indian,horse
China,Tacheng,Female,Hmong,elephant
China,Bayan Hot,Female,Fijian,elephant
China,Dongguang,Female,Asian,cat
China,Bailianhe,Female,South American,rabbit
China,Laowobao,Female,American Indian,rabbit
China,Guangyubao,Male,Venezuelan,elephant
China,Xiacaoqiao,Male,Pueblo,rabbit
China,Zhoushan,Male,Puget Sound Salish,elephant
United States,Lynn,Female,Hmong,dog
China,Liangdong,Female,Asian,rabbit
United States,Van Nuys,Female,Chamorro,dog
China,Mao’er,Male,Alaskan Athabascan,cat
Brazil,Coronel Vivida,Female,Alaskan Athabascan,cat
Brazil,Porto União,Female,Cuban,cat
China,Chunjing,Male,Chamorro,elephant
China,Xingshou,Male,Creek,horse
China,Taobei,Female,Filipino,rabbit
China,Baoping,Female,Ottawa,elephant
China,Qunsheng,Female,Thai,dog
China,Douba,Female,Paraguayan,cat
China,Shuyuan,Male,Malaysian,cat
Brazil,Volta Redonda,Male,Argentinian,horse
United States,Palmdale,Male,Filipino,cat
China,Henggouqiao,Male,Pakistani,elephant
China,Baojia,Male,Kiowa,rabbit
China,Wuxia,Male,Creek,horse
China,Gaoyao,Male,Chilean,elephant
Brazil,Serrinha,Female,Ottawa,cat
China,Huangmei,Female,Korean,horse
China,Pengdian,Female,Malaysian,horse
China,Yanhu,Male,Nicaraguan,dog
China,Jinan,Male,Eskimo,dog
Brazil,Tapera,Female,Pima,cat
China,Xinan,Female,Mexican,cat
United States,Tampa,Female,Panamanian,horse
China,Huanghe,Male,Filipino,horse
China,Liulimiao,Male,Black or African American,elephant
Brazil,Mari,Male,Asian Indian,horse
China,Dongjiao,Male,Colville,cat
United States,Los Angeles,Female,Kiowa,cat
China,Tunguang,Male,Vietnamese,cat
China,Anjiang,Female,Pueblo,rabbit
China,Zhuhong,Female,Costa Rican,dog
China,Zhichanghe,Female,Micronesian,dog
Canada,Concord,Female,Melanesian,elephant
China,Mali,Female,Guamanian,horse
China,Changpu,Male,Venezuelan,elephant
China,Chadian,Male,Comanche,horse
China,Zhangdun,Male,Black or African American,rabbit
China,Renhe,Male,Micronesian,dog
China,Helin,Female,Honduran,elephant
Brazil,Vigia,Female,Delaware,elephant
China,Xuelu,Male,Guamanian,elephant
China,Hefu,Female,Samoan,cat
China,Tanniu,Male,Comanche,cat
China,Heimahe,Female,Tlingit-Haida,rabbit
China,Pingtan,Male,American Indian,dog
China,Tieli,Female,Peruvian,horse
Canada,Anmore,Female,Cherokee,cat
China,Daishan,Female,Taiwanese,elephant
China,Gangshangji,Female,Samoan,elephant
United States,Pensacola,Female,Choctaw,horse
China,Hucheng,Female,Samoan,horse
China,Wa’eryi,Male,Micronesian,cat
China,Yuchi,Male,Bolivian,cat
China,Mulan,Male,Peruvian,horse
China,Chongru,Female,Chamorro,elephant
United States,Columbus,Female,Peruvian,dog
Brazil,Carpina,Female,Thai,cat
United States,Rochester,Male,Seminole,dog
China,Hebeitun,Male,Cambodian,horse
Brazil,Envira,Male,Guamanian,elephant
China,Shuishiying,Male,Alaska Native,dog
China,Zhongyuanlu,Female,Peruvian,cat
China,Changliang,Male,Peruvian,horse
China,Zhouyuan,Female,Vietnamese,dog
Brazil,Paiçandu,Male,Paiute,cat
China,Puyang,Male,Iroquois,rabbit
China,Dongfeng,Male,Chamorro,elephant
Brazil,Palmas de Monte Alto,Male,Lumbee,dog
Brazil,Sarandi,Female,Costa Rican,elephant
China,Haolin,Male,Guatemalan,horse
China,Yuezhao,Female,Costa Rican,dog
China,Baicheng,Male,Chickasaw,cat
Brazil,Alfenas,Male,Nicaraguan,elephant
United States,Seminole,Female,Chickasaw,horse
China,Jishui,Male,Alaska Native,cat
China,Xinxu,Female,Menominee,dog
China,Hecun,Male,Pueblo,cat
United States,New York City,Male,White,cat
Brazil,Lago dos Rodrigues,Male,White,dog
Brazil,Ji Paraná,Female,Blackfeet,rabbit
China,Pingdong,Male,Cuban,cat
Brazil,São João dos Patos,Male,Dominican (Dominican Republic),horse
Brazil,Ipiaú,Male,Apache,rabbit
China,Humen,Female,Bangladeshi,rabbit
China,Lingyuan,Male,Chamorro,rabbit
Brazil,Jequié,Male,Cherokee,elephant
Canada,Côte-Saint-Luc,Male,Chinese,dog
China,Yushu,Female,Comanche,cat
China,Qiancheng,Male,Lumbee,cat
China,Haoba,Female,Chippewa,cat
Brazil,Macatuba,Male,Navajo,horse
United States,Hyattsville,Female,Mexican,cat
Brazil,Maricá,Female,Creek,horse
China,Shayu,Female,Samoan,elephant
China,Jindong,Female,Paraguayan,cat
China,Guangyi,Female,Pakistani,elephant
China,Yanwukou,Female,Chippewa,rabbit
China,Jiaohu,Female,Sioux,elephant
China,Dongluqiao,Male,Chippewa,rabbit
China,Guanshan,Female,Alaska Native,dog
Brazil,João Pessoa,Female,Cuban,horse
China,Hetoudian,Female,Indonesian,horse
Brazil,Taquari,Female,Asian,horse
China,Languan,Male,Black or African American,rabbit
China,Yeyik,Female,Tongan,dog
Brazil,Mogi Mirim,Male,South American,elephant
China,Toutuo,Female,American Indian,elephant
China,Jinqu,Female,Crow,horse
China,Qukou,Female,Ute,elephant
China,Maquanzhen,Female,Aleut,elephant
China,Bifeng,Male,Latin American Indian,horse
China,Wengtian,Female,Yuman,rabbit
China,Jiahe,Male,Pima,horse
China,Laohugang,Male,Indonesian,rabbit
China,Efeng,Male,Yakama,cat
Canada,Cookshire-Eaton,Female,Lumbee,rabbit
China,Zhouxi,Male,Chinese,cat
China,Dongmazar,Female,Vietnamese,elephant
China,Madang,Male,Chippewa,rabbit
China,Bazhu,Female,Ottawa,cat
China,Chidian,Female,Venezuelan,rabbit
China,Meicheng,Female,Yakama,elephant
China,Taihe,Male,Osage,rabbit
China,Wangji,Female,Native Hawaiian and Other Pacific Islander (NHPI),horse
